% time	cellId	IMSI	frame	sframe	RNTI	mcs	size	ccId
0.852	1	3	86	3	96	20	161	0
0.852	1	14	86	3	1	20	161	0
0.852	1	8	86	3	71	20	161	1
0.852	1	4	86	3	78	20	161	1
1.849	2	1	185	10	1	28	2292	0
1.85	2	1	186	1	1	28	2292	0
1.851	2	1	186	2	1	28	2292	0
0.853	1	15	86	4	12	20	161	0
0.853	1	5	86	4	20	20	161	0
0.853	1	12	86	4	82	20	161	1
0.853	1	1	86	4	87	20	161	1
1.852	2	1	186	3	1	28	2292	0
1.853	2	1	186	4	1	28	2292	0
0.854	1	7	86	5	29	20	161	0
0.854	1	9	86	5	39	20	161	0
0.854	1	6	86	5	91	20	161	1
0.854	1	13	86	5	94	20	161	1
1.854	2	1	186	5	1	28	2292	0
1.855	2	1	186	6	1	28	2292	0
0.855	1	2	86	6	50	20	161	0
0.855	1	11	86	6	58	20	161	0
1.856	2	1	186	7	1	28	2292	0
0.855	1	3	86	6	96	20	161	1
0.855	1	14	86	6	1	20	161	1
1.857	2	1	186	8	1	28	2292	0
0.856	1	10	86	7	63	20	161	0
0.856	1	8	86	7	71	20	161	0
0.856	1	15	86	7	12	20	161	1
0.856	1	5	86	7	20	20	161	1
1.858	2	1	186	9	1	28	2292	0
1.859	2	1	186	10	1	28	2292	0
1.86	2	1	187	1	1	28	2292	0
0.857	1	4	86	8	78	20	161	0
0.857	1	12	86	8	82	20	161	0
0.857	1	7	86	8	29	20	161	1
0.857	1	9	86	8	39	20	161	1
1.861	2	1	187	2	1	28	2292	0
1.862	2	1	187	3	1	28	2292	0
0.858	1	1	86	9	87	20	161	0
0.858	1	6	86	9	91	20	161	0
0.858	1	2	86	9	50	20	161	1
0.858	1	11	86	9	58	20	161	1
1.863	2	1	187	4	1	28	2292	0
1.864	2	1	187	5	1	28	2292	0
1.865	2	1	187	6	1	28	2292	0
0.859	1	13	86	10	94	20	161	0
0.859	1	3	86	10	96	20	161	0
0.859	1	10	86	10	63	20	161	1
0.859	1	8	86	10	71	20	161	1
1.866	2	1	187	7	1	28	2292	0
1.867	2	1	187	8	1	28	2292	0
0.86	1	14	87	1	1	20	161	0
0.86	1	15	87	1	12	20	161	0
0.86	1	4	87	1	78	20	161	1
0.86	1	12	87	1	82	20	161	1
1.868	2	1	187	9	1	28	2292	0
1.869	2	1	187	10	1	28	2292	0
1.87	2	1	188	1	1	28	2292	0
1.871	2	1	188	2	1	28	2292	0
0.861	1	5	87	2	20	20	161	0
0.861	1	7	87	2	29	20	161	0
0.861	1	1	87	2	87	20	161	1
0.861	1	6	87	2	91	20	161	1
1.872	2	1	188	3	1	28	2292	0
1.873	2	1	188	4	1	28	2292	0
0.862	1	9	87	3	39	20	161	0
0.862	1	2	87	3	50	20	161	0
0.862	1	13	87	3	94	20	161	1
0.862	1	3	87	3	96	20	161	1
1.874	2	1	188	5	1	28	2292	0
1.875	2	1	188	6	1	28	2292	0
1.876	2	1	188	7	1	28	2292	0
0.863	1	11	87	4	58	20	161	0
0.863	1	10	87	4	63	20	161	0
0.863	1	14	87	4	1	20	161	1
0.863	1	15	87	4	12	20	161	1
1.877	2	1	188	8	1	28	2292	0
1.878	2	1	188	9	1	28	2292	0
0.864	1	8	87	5	71	20	161	0
0.864	1	4	87	5	78	20	161	0
1.879	2	1	188	10	1	28	2292	0
0.864	1	5	87	5	20	20	161	1
0.864	1	7	87	5	29	20	161	1
1.88	2	1	189	1	1	28	2292	0
1.881	2	1	189	2	1	28	2292	0
0.865	1	12	87	6	82	20	161	0
0.865	1	1	87	6	87	20	161	0
0.865	1	9	87	6	39	20	161	1
0.865	1	2	87	6	50	20	161	1
1.882	2	1	189	3	1	28	2292	0
1.883	2	1	189	4	1	28	2292	0
0.866	1	6	87	7	91	20	161	0
0.866	1	13	87	7	94	20	161	0
0.866	1	11	87	7	58	20	161	1
0.866	1	10	87	7	63	20	161	1
1.884	2	1	189	5	1	28	2292	0
1.885	2	1	189	6	1	28	2292	0
0.867	1	3	87	8	96	20	161	0
0.867	1	14	87	8	1	20	161	0
0.867	1	8	87	8	71	20	161	1
0.867	1	4	87	8	78	20	161	1
1.886	2	1	189	7	1	28	2292	0
1.887	2	1	189	8	1	28	2292	0
0.868	1	15	87	9	12	20	161	0
0.868	1	5	87	9	20	20	161	0
0.868	1	12	87	9	82	20	161	1
0.868	1	1	87	9	87	20	161	1
1.888	2	1	189	9	1	28	2292	0
1.889	2	1	189	10	1	28	2292	0
0.869	1	7	87	10	29	20	161	0
0.869	1	9	87	10	39	20	161	0
0.869	1	6	87	10	91	20	161	1
0.869	1	13	87	10	94	20	161	1
1.89	2	1	190	1	1	28	2292	0
1.891	2	1	190	2	1	28	2292	0
0.87	1	2	88	1	50	20	161	0
0.87	1	11	88	1	58	20	161	0
0.87	1	3	88	1	96	20	161	1
0.87	1	14	88	1	1	20	161	1
1.892	2	1	190	3	1	28	2292	0
1.893	2	1	190	4	1	28	2292	0
1.894	2	1	190	5	1	28	2292	0
0.871	1	10	88	2	63	20	161	0
0.871	1	8	88	2	71	20	161	0
0.871	1	15	88	2	12	20	161	1
1.895	2	1	190	6	1	28	2292	0
0.871	1	5	88	2	20	20	161	1
1.896	2	1	190	7	1	28	2292	0
1.897	2	1	190	8	1	28	2292	0
0.872	1	4	88	3	78	20	161	0
0.872	1	12	88	3	82	20	161	0
0.872	1	7	88	3	29	20	161	1
0.872	1	9	88	3	39	20	161	1
1.898	2	1	190	9	1	28	2292	0
1.899	2	1	190	10	1	28	2292	0
1.9	2	1	191	1	1	28	2292	0
0.873	1	1	88	4	87	20	161	0
0.873	1	6	88	4	91	20	161	0
0.873	1	2	88	4	50	20	161	1
0.873	1	11	88	4	58	20	161	1
1.901	2	1	191	2	1	28	2292	0
1.902	2	1	191	3	1	28	2292	0
0.874	1	13	88	5	94	20	161	0
0.874	1	3	88	5	96	20	161	0
0.874	1	10	88	5	63	20	161	1
0.874	1	8	88	5	71	20	161	1
1.903	2	1	191	4	1	28	2292	0
1.904	2	1	191	5	1	28	2292	0
1.905	2	1	191	6	1	28	2292	0
0.875	1	14	88	6	1	20	161	0
0.875	1	15	88	6	12	20	161	0
1.906	2	1	191	7	1	28	2292	0
0.875	1	4	88	6	78	20	161	1
0.875	1	12	88	6	82	20	161	1
1.907	2	1	191	8	1	28	2292	0
0.876	1	5	88	7	20	20	161	0
0.876	1	7	88	7	29	20	161	0
0.876	1	1	88	7	87	20	161	1
0.876	1	6	88	7	91	20	161	1
1.908	2	1	191	9	1	28	2292	0
1.909	2	1	191	10	1	28	2292	0
1.91	2	1	192	1	1	28	2292	0
0.877	1	9	88	8	39	20	161	0
0.877	1	2	88	8	50	20	161	0
0.877	1	13	88	8	94	20	161	1
0.877	1	3	88	8	96	20	161	1
1.911	2	1	192	2	1	28	2292	0
1.912	2	1	192	3	1	28	2292	0
0.878	1	11	88	9	58	20	161	0
0.878	1	10	88	9	63	20	161	0
0.878	1	14	88	9	1	20	161	1
0.878	1	15	88	9	12	20	161	1
1.913	2	1	192	4	1	28	2292	0
1.914	2	1	192	5	1	28	2292	0
1.915	2	1	192	6	1	28	2292	0
0.879	1	8	88	10	71	20	161	0
0.879	1	4	88	10	78	20	161	0
0.879	1	5	88	10	20	20	161	1
0.879	1	7	88	10	29	20	161	1
1.916	2	1	192	7	1	28	2292	0
1.917	2	1	192	8	1	28	2292	0
0.88	1	12	89	1	82	20	161	0
0.88	1	1	89	1	87	20	161	0
0.88	1	9	89	1	39	20	161	1
0.88	1	2	89	1	50	20	161	1
1.918	2	1	192	9	1	28	2292	0
1.919	2	1	192	10	1	28	2292	0
1.92	2	1	193	1	1	28	2292	0
0.881	1	6	89	2	91	20	161	0
0.881	1	13	89	2	94	20	161	0
0.881	1	11	89	2	58	20	161	1
0.881	1	10	89	2	63	20	161	1
1.921	2	1	193	2	1	28	2292	0
1.922	2	1	193	3	1	28	2292	0
0.882	1	3	89	3	96	20	161	0
0.882	1	14	89	3	1	20	161	0
0.882	1	8	89	3	71	20	161	1
0.882	1	4	89	3	78	20	161	1
1.923	2	1	193	4	1	28	2292	0
1.924	2	1	193	5	1	28	2292	0
1.925	2	1	193	6	1	28	2292	0
0.883	1	15	89	4	12	20	161	0
0.883	1	5	89	4	20	20	161	0
0.883	1	12	89	4	82	20	161	1
0.883	1	1	89	4	87	20	161	1
1.926	2	1	193	7	1	28	2292	0
1.927	2	1	193	8	1	28	2292	0
0.884	1	7	89	5	29	20	161	0
0.884	1	9	89	5	39	20	161	0
0.884	1	6	89	5	91	20	161	1
0.884	1	13	89	5	94	20	161	1
1.928	2	1	193	9	1	28	2292	0
1.929	2	1	193	10	1	28	2292	0
0.885	1	2	89	6	50	20	161	0
0.885	1	11	89	6	58	20	161	0
0.885	1	3	89	6	96	20	161	1
0.885	1	14	89	6	1	20	161	1
1.93	2	1	194	1	1	28	2292	0
1.931	2	1	194	2	1	28	2292	0
0.886	1	10	89	7	63	20	161	0
0.886	1	8	89	7	71	20	161	0
0.886	1	15	89	7	12	20	161	1
0.886	1	5	89	7	20	20	161	1
1.932	2	1	194	3	1	28	2292	0
1.933	2	1	194	4	1	28	2292	0
0.887	1	4	89	8	78	20	161	0
0.887	1	12	89	8	82	20	161	0
1.934	2	1	194	5	1	28	2292	0
0.887	1	7	89	8	29	20	161	1
0.887	1	9	89	8	39	20	161	1
1.935	2	1	194	6	1	28	2292	0
0.888	1	1	89	9	87	20	161	0
0.888	1	6	89	9	91	20	161	0
0.888	1	2	89	9	50	20	161	1
0.888	1	11	89	9	58	20	161	1
1.936	2	1	194	7	1	28	2292	0
1.937	2	1	194	8	1	28	2292	0
0.889	1	13	89	10	94	20	161	0
0.889	1	3	89	10	96	20	161	0
0.889	1	10	89	10	63	20	161	1
0.889	1	8	89	10	71	20	161	1
1.938	2	1	194	9	1	28	2292	0
1.939	2	1	194	10	1	28	2292	0
0.89	1	14	90	1	1	20	161	0
0.89	1	15	90	1	12	20	161	0
0.89	1	4	90	1	78	20	161	1
0.89	1	12	90	1	82	20	161	1
1.94	2	1	195	1	1	28	2292	0
1.941	2	1	195	2	1	28	2292	0
1.942	2	1	195	3	1	28	2292	0
0.891	1	5	90	2	20	20	161	0
0.891	1	7	90	2	29	20	161	0
0.891	1	1	90	2	87	20	161	1
0.891	1	6	90	2	91	20	161	1
1.943	2	1	195	4	1	28	2292	0
1.944	2	1	195	5	1	28	2292	0
0.892	1	9	90	3	39	20	161	0
0.892	1	2	90	3	50	20	161	0
1.945	2	1	195	6	1	28	2292	0
0.892	1	13	90	3	94	20	161	1
0.892	1	3	90	3	96	20	161	1
1.946	2	1	195	7	1	28	2292	0
1.947	2	1	195	8	1	28	2292	0
1.948	2	1	195	9	1	28	2292	0
0.893	1	11	90	4	58	20	161	0
0.893	1	10	90	4	63	20	161	0
1.949	2	1	195	10	1	28	2292	0
0.893	1	14	90	4	1	20	161	1
0.893	1	15	90	4	12	20	161	1
1.95	2	1	196	1	1	28	2292	0
1.951	2	1	196	2	1	28	2292	0
0.894	1	8	90	5	71	20	161	0
0.894	1	4	90	5	78	20	161	0
0.894	1	5	90	5	20	20	161	1
0.894	1	7	90	5	29	20	161	1
1.952	2	1	196	3	1	28	2292	0
1.953	2	1	196	4	1	28	2292	0
1.954	2	1	196	5	1	28	2292	0
1.955	2	1	196	6	1	28	2292	0
0.895	1	12	90	6	82	20	161	0
0.895	1	1	90	6	87	20	161	0
0.895	1	9	90	6	39	20	161	1
0.895	1	2	90	6	50	20	161	1
1.956	2	1	196	7	1	28	2292	0
1.957	2	1	196	8	1	28	2292	0
0.896	1	6	90	7	91	20	161	0
0.896	1	13	90	7	94	20	161	0
0.896	1	11	90	7	58	20	161	1
0.896	1	10	90	7	63	20	161	1
1.958	2	1	196	9	1	28	2292	0
1.959	2	1	196	10	1	28	2292	0
1.96	2	1	197	1	1	28	2292	0
1.961	2	1	197	2	1	28	2292	0
0.897	1	3	90	8	96	20	161	0
0.897	1	14	90	8	1	20	161	0
0.897	1	8	90	8	71	20	161	1
0.897	1	4	90	8	78	20	161	1
1.962	2	1	197	3	1	28	2292	0
1.963	2	1	197	4	1	28	2292	0
0.898	1	15	90	9	12	20	161	0
0.898	1	5	90	9	20	20	161	0
0.898	1	12	90	9	82	20	161	1
0.898	1	1	90	9	87	20	161	1
1.964	2	1	197	5	1	28	2292	0
1.965	2	1	197	6	1	28	2292	0
1.966	2	1	197	7	1	28	2292	0
1.967	2	1	197	8	1	28	2292	0
0.899	1	7	90	10	29	20	161	0
0.899	1	9	90	10	39	20	161	0
0.899	1	6	90	10	91	20	161	1
0.899	1	13	90	10	94	20	161	1
1.968	2	1	197	9	1	28	2292	0
1.969	2	1	197	10	1	28	2292	0
1.97	2	1	198	1	1	28	2292	0
1.971	2	1	198	2	1	28	2292	0
1.972	2	1	198	3	1	28	2292	0
1.973	2	1	198	4	1	28	2292	0
1.974	2	1	198	5	1	28	2292	0
1.975	2	1	198	6	1	28	2292	0
1.976	2	1	198	7	1	28	2292	0
1.977	2	1	198	8	1	28	2292	0
1.978	2	1	198	9	1	28	2292	0
1.979	2	1	198	10	1	28	2292	0
1.98	2	1	199	1	1	28	2292	0
1.981	2	1	199	2	1	28	2292	0
1.982	2	1	199	3	1	28	2292	0
1.983	2	1	199	4	1	28	2292	0
1.984	2	1	199	5	1	28	2292	0
1.985	2	1	199	6	1	28	2292	0
1.986	2	1	199	7	1	28	2292	0
1.987	2	1	199	8	1	28	2292	0
1.988	2	1	199	9	1	28	2292	0
1.989	2	1	199	10	1	28	2292	0
1.99	2	1	200	1	1	28	2292	0
1.991	2	1	200	2	1	28	2292	0
1.992	2	1	200	3	1	28	2292	0
1.993	2	1	200	4	1	28	2292	0
1.994	2	1	200	5	1	28	2292	0
1.995	2	1	200	6	1	28	2292	0
1.996	2	1	200	7	1	28	2292	0
1.997	2	1	200	8	1	28	2292	0
1.998	2	1	200	9	1	28	2292	0
1.999	2	1	200	10	1	28	2292	0
